GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC01_VC48,HC01_VC92,HC03_VC92,HC01_VC93,HC03_VC93
Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Estimate; RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
8600000US25202,25202,ZCTA5 25202,1291,1291,1291,1291,0,0
8600000US25203,25203,ZCTA5 25203,44,44,44,44,0,0
8600000US25204,25204,ZCTA5 25204,169,169,169,169,0,0
8600000US25205,25205,ZCTA5 25205,569,569,569,569,0,0
8600000US25206,25206,ZCTA5 25206,372,372,372,372,0,0
8600000US25208,25208,ZCTA5 25208,1026,1026,1026,1026,5,0.5
8600000US25209,25209,ZCTA5 25209,1381,1381,1381,1381,0,0
8600000US25211,25211,ZCTA5 25211,161,161,161,161,0,0
8600000US25213,25213,ZCTA5 25213,6111,6111,6111,6111,28,0.5
8600000US25214,25214,ZCTA5 25214,451,451,451,451,0,0
8600000US25234,25234,ZCTA5 25234,1207,1207,1207,1207,0,0
8600000US25235,25235,ZCTA5 25235,1046,1046,1046,1046,0,0
8600000US25239,25239,ZCTA5 25239,1668,1668,1668,1668,0,0
8600000US25241,25241,ZCTA5 25241,2029,2029,2029,2029,0,0
8600000US25243,25243,ZCTA5 25243,674,674,674,674,27,4
8600000US25244,25244,ZCTA5 25244,890,890,890,890,0,0
8600000US25245,25245,ZCTA5 25245,520,520,520,520,0,0
8600000US25247,25247,ZCTA5 25247,650,650,650,650,0,0
8600000US25248,25248,ZCTA5 25248,3161,3161,3161,3161,0,0
8600000US25251,25251,ZCTA5 25251,342,342,342,342,0,0
8600000US25252,25252,ZCTA5 25252,1154,1154,1154,1154,0,0
8600000US25253,25253,ZCTA5 25253,2176,2176,2176,2176,0,0
8600000US25259,25259,ZCTA5 25259,629,629,629,629,0,0
8600000US25260,25260,ZCTA5 25260,1380,1380,1380,1380,0,0
8600000US25261,25261,ZCTA5 25261,239,239,239,239,0,0
8600000US25262,25262,ZCTA5 25262,766,766,766,766,0,0
8600000US25264,25264,ZCTA5 25264,345,345,345,345,0,0
8600000US25265,25265,ZCTA5 25265,1335,1335,1335,1335,0,0
8600000US25266,25266,ZCTA5 25266,811,811,811,811,0,0
8600000US25267,25267,ZCTA5 25267,609,609,609,609,0,0
8600000US25268,25268,ZCTA5 25268,1010,1010,1010,1010,0,0
8600000US25270,25270,ZCTA5 25270,869,869,869,869,7,0.8
8600000US25271,25271,ZCTA5 25271,9678,9678,9678,9678,125,1.3
8600000US25275,25275,ZCTA5 25275,1974,1974,1974,1974,0,0
8600000US25276,25276,ZCTA5 25276,7848,7848,7848,7848,96,1.2
8600000US25285,25285,ZCTA5 25285,464,464,464,464,0,0
8600000US25286,25286,ZCTA5 25286,1428,1428,1428,1428,12,0.8
8600000US25287,25287,ZCTA5 25287,1308,1308,1308,1308,0,0
8600000US25301,25301,ZCTA5 25301,2360,2360,2360,2360,65,2.8
8600000US25302,25302,ZCTA5 25302,14324,14324,14324,14324,114,0.8
8600000US25303,25303,ZCTA5 25303,7156,7156,7156,7156,40,0.6
8600000US25304,25304,ZCTA5 25304,8307,8307,8307,8307,143,1.7
8600000US25305,25305,ZCTA5 25305,0,0,0,0,0,-
8600000US25306,25306,ZCTA5 25306,6961,6961,6961,6961,62,0.9
8600000US25309,25309,ZCTA5 25309,13942,13942,13942,13942,280,2
8600000US25311,25311,ZCTA5 25311,10818,10818,10818,10818,286,2.6
8600000US25312,25312,ZCTA5 25312,15025,15025,15025,15025,200,1.3
8600000US25313,25313,ZCTA5 25313,12233,12233,12233,12233,182,1.5
8600000US25314,25314,ZCTA5 25314,14253,14253,14253,14253,84,0.6
8600000US25315,25315,ZCTA5 25315,3392,3392,3392,3392,25,0.7
8600000US25320,25320,ZCTA5 25320,6744,6744,6744,6744,0,0
8600000US25401,25401,ZCTA5 25401,14146,14146,14146,14146,1100,7.8
8600000US25403,25403,ZCTA5 25403,12598,12598,12598,12598,710,5.6
8600000US25404,25404,ZCTA5 25404,22471,22471,22471,22471,1067,4.7
8600000US25405,25405,ZCTA5 25405,13611,13611,13611,13611,508,3.7
8600000US25411,25411,ZCTA5 25411,12532,12532,12532,12532,250,2
8600000US25413,25413,ZCTA5 25413,8055,8055,8055,8055,73,0.9
8600000US25414,25414,ZCTA5 25414,17496,17496,17496,17496,1270,7.3
8600000US25419,25419,ZCTA5 25419,10715,10715,10715,10715,377,3.5
8600000US25420,25420,ZCTA5 25420,3972,3972,3972,3972,186,4.7
8600000US25422,25422,ZCTA5 25422,1933,1933,1933,1933,0,0
8600000US25425,25425,ZCTA5 25425,13624,13624,13624,13624,525,3.9
8600000US25427,25427,ZCTA5 25427,13523,13523,13523,13523,119,0.9
8600000US25428,25428,ZCTA5 25428,12951,12951,12951,12951,346,2.7
8600000US25430,25430,ZCTA5 25430,8753,8753,8753,8753,441,5
8600000US25431,25431,ZCTA5 25431,366,366,366,366,0,0
8600000US25432,25432,ZCTA5 25432,134,134,134,134,0,0
8600000US25434,25434,ZCTA5 25434,2443,2443,2443,2443,25,1
8600000US25437,25437,ZCTA5 25437,332,332,332,332,0,0
8600000US25438,25438,ZCTA5 25438,6511,6511,6511,6511,460,7.1
8600000US25442,25442,ZCTA5 25442,1751,1751,1751,1751,0,0
8600000US25443,25443,ZCTA5 25443,7601,7601,7601,7601,188,2.5
8600000US25444,25444,ZCTA5 25444,164,164,164,164,0,0
8600000US25446,25446,ZCTA5 25446,1458,1458,1458,1458,88,6
8600000US25501,25501,ZCTA5 25501,1218,1218,1218,1218,0,0
8600000US25502,25502,ZCTA5 25502,1079,1079,1079,1079,0,0
8600000US25503,25503,ZCTA5 25503,1664,1664,1664,1664,0,0
8600000US25504,25504,ZCTA5 25504,12840,12840,12840,12840,210,1.6
8600000US25505,25505,ZCTA5 25505,738,738,738,738,0,0
8600000US25506,25506,ZCTA5 25506,5440,5440,5440,5440,0,0
8600000US25507,25507,ZCTA5 25507,897,897,897,897,15,1.7
8600000US25508,25508,ZCTA5 25508,9077,9077,9077,9077,92,1
8600000US25510,25510,ZCTA5 25510,5056,5056,5056,5056,50,1
8600000US25511,25511,ZCTA5 25511,1061,1061,1061,1061,0,0
8600000US25512,25512,ZCTA5 25512,819,819,819,819,0,0
8600000US25514,25514,ZCTA5 25514,3169,3169,3169,3169,27,0.9
8600000US25515,25515,ZCTA5 25515,2149,2149,2149,2149,15,0.7
8600000US25517,25517,ZCTA5 25517,2137,2137,2137,2137,10,0.5
8600000US25520,25520,ZCTA5 25520,1655,1655,1655,1655,0,0
8600000US25521,25521,ZCTA5 25521,872,872,872,872,0,0
8600000US25523,25523,ZCTA5 25523,2930,2930,2930,2930,50,1.7
8600000US25524,25524,ZCTA5 25524,3205,3205,3205,3205,0,0
8600000US25526,25526,ZCTA5 25526,22443,22443,22443,22443,55,0.2
8600000US25529,25529,ZCTA5 25529,936,936,936,936,0,0
8600000US25530,25530,ZCTA5 25530,5520,5520,5520,5520,77,1.4
8600000US25534,25534,ZCTA5 25534,280,280,280,280,0,0
8600000US25535,25535,ZCTA5 25535,2809,2809,2809,2809,0,0
8600000US25537,25537,ZCTA5 25537,1428,1428,1428,1428,0,0
8600000US25540,25540,ZCTA5 25540,193,193,193,193,0,0
8600000US25541,25541,ZCTA5 25541,9610,9610,9610,9610,0,0
8600000US25545,25545,ZCTA5 25545,5116,5116,5116,5116,0,0
8600000US25547,25547,ZCTA5 25547,933,933,933,933,12,1.3
8600000US25550,25550,ZCTA5 25550,8464,8464,8464,8464,60,0.7
8600000US25555,25555,ZCTA5 25555,1782,1782,1782,1782,0,0
8600000US25557,25557,ZCTA5 25557,1654,1654,1654,1654,0,0
8600000US25559,25559,ZCTA5 25559,2072,2072,2072,2072,0,0
8600000US25560,25560,ZCTA5 25560,8388,8388,8388,8388,225,2.7
8600000US25564,25564,ZCTA5 25564,1487,1487,1487,1487,0,0
8600000US25565,25565,ZCTA5 25565,672,672,672,672,0,0
8600000US25567,25567,ZCTA5 25567,650,650,650,650,0,0
8600000US25570,25570,ZCTA5 25570,6318,6318,6318,6318,6,0.1
8600000US25571,25571,ZCTA5 25571,1856,1856,1856,1856,79,4.3
8600000US25573,25573,ZCTA5 25573,979,979,979,979,0,0
8600000US25601,25601,ZCTA5 25601,5420,5420,5420,5420,81,1.5
8600000US25606,25606,ZCTA5 25606,1448,1448,1448,1448,18,1.2
8600000US25607,25607,ZCTA5 25607,1052,1052,1052,1052,0,0
8600000US25608,25608,ZCTA5 25608,1070,1070,1070,1070,0,0
8600000US25611,25611,ZCTA5 25611,1486,1486,1486,1486,0,0
8600000US25617,25617,ZCTA5 25617,814,814,814,814,0,0
8600000US25621,25621,ZCTA5 25621,1923,1923,1923,1923,0,0
8600000US25624,25624,ZCTA5 25624,298,298,298,298,0,0
8600000US25625,25625,ZCTA5 25625,1470,1470,1470,1470,24,1.6
8600000US25628,25628,ZCTA5 25628,403,403,403,403,0,0
8600000US25630,25630,ZCTA5 25630,697,697,697,697,0,0
8600000US25632,25632,ZCTA5 25632,402,402,402,402,0,0
8600000US25634,25634,ZCTA5 25634,391,391,391,391,0,0
8600000US25635,25635,ZCTA5 25635,1344,1344,1344,1344,0,0
8600000US25637,25637,ZCTA5 25637,768,768,768,768,0,0
8600000US25638,25638,ZCTA5 25638,920,920,920,920,0,0
8600000US25639,25639,ZCTA5 25639,348,348,348,348,0,0
8600000US25644,25644,ZCTA5 25644,504,504,504,504,0,0
8600000US25646,25646,ZCTA5 25646,949,949,949,949,0,0
8600000US25647,25647,ZCTA5 25647,699,699,699,699,13,1.9
8600000US25649,25649,ZCTA5 25649,1474,1474,1474,1474,0,0
8600000US25650,25650,ZCTA5 25650,232,232,232,232,0,0
8600000US25651,25651,ZCTA5 25651,749,749,749,749,0,0
8600000US25652,25652,ZCTA5 25652,1111,1111,1111,1111,0,0
8600000US25653,25653,ZCTA5 25653,264,264,264,264,0,0
8600000US25654,25654,ZCTA5 25654,248,248,248,248,0,0
8600000US25661,25661,ZCTA5 25661,6292,6292,6292,6292,0,0
8600000US25666,25666,ZCTA5 25666,718,718,718,718,0,0
8600000US25669,25669,ZCTA5 25669,1037,1037,1037,1037,0,0
8600000US25670,25670,ZCTA5 25670,5626,5626,5626,5626,5,0.1
8600000US25671,25671,ZCTA5 25671,1319,1319,1319,1319,0,0
8600000US25672,25672,ZCTA5 25672,491,491,491,491,0,0
8600000US25674,25674,ZCTA5 25674,2685,2685,2685,2685,0,0
8600000US25676,25676,ZCTA5 25676,1391,1391,1391,1391,0,0
8600000US25678,25678,ZCTA5 25678,1331,1331,1331,1331,0,0
8600000US25688,25688,ZCTA5 25688,372,372,372,372,0,0
8600000US25690,25690,ZCTA5 25690,301,301,301,301,0,0
8600000US25692,25692,ZCTA5 25692,1084,1084,1084,1084,0,0
8600000US25696,25696,ZCTA5 25696,194,194,194,194,0,0
8600000US25699,25699,ZCTA5 25699,164,164,164,164,0,0
8600000US25701,25701,ZCTA5 25701,21132,21132,21132,21132,190,0.9
8600000US25702,25702,ZCTA5 25702,7495,7495,7495,7495,50,0.7
8600000US25703,25703,ZCTA5 25703,7515,7515,7515,7515,185,2.5
8600000US25704,25704,ZCTA5 25704,16975,16975,16975,16975,225,1.3
8600000US25705,25705,ZCTA5 25705,21805,21805,21805,21805,538,2.5
8600000US25801,25801,ZCTA5 25801,33352,33352,33352,33352,602,1.8
8600000US25810,25810,ZCTA5 25810,294,294,294,294,0,0
8600000US25811,25811,ZCTA5 25811,123,123,123,123,0,0
8600000US25812,25812,ZCTA5 25812,1770,1770,1770,1770,43,2.4
8600000US25813,25813,ZCTA5 25813,7864,7864,7864,7864,141,1.8
8600000US25817,25817,ZCTA5 25817,778,778,778,778,0,0
8600000US25818,25818,ZCTA5 25818,283,283,283,283,0,0
8600000US25820,25820,ZCTA5 25820,395,395,395,395,0,0
8600000US25823,25823,ZCTA5 25823,2430,2430,2430,2430,0,0
8600000US25825,25825,ZCTA5 25825,2135,2135,2135,2135,62,2.9
8600000US25826,25826,ZCTA5 25826,307,307,307,307,0,0
8600000US25827,25827,ZCTA5 25827,2126,2126,2126,2126,0,0
8600000US25831,25831,ZCTA5 25831,1589,1589,1589,1589,15,0.9
8600000US25832,25832,ZCTA5 25832,4379,4379,4379,4379,29,0.7
8600000US25836,25836,ZCTA5 25836,619,619,619,619,0,0
8600000US25837,25837,ZCTA5 25837,332,332,332,332,0,0
8600000US25839,25839,ZCTA5 25839,612,612,612,612,0,0
8600000US25840,25840,ZCTA5 25840,8325,8325,8325,8325,13,0.2
8600000US25841,25841,ZCTA5 25841,424,424,424,424,0,0
8600000US25843,25843,ZCTA5 25843,861,861,861,861,0,0
8600000US25844,25844,ZCTA5 25844,1572,1572,1572,1572,0,0
8600000US25845,25845,ZCTA5 25845,633,633,633,633,0,0
8600000US25846,25846,ZCTA5 25846,286,286,286,286,0,0
8600000US25848,25848,ZCTA5 25848,321,321,321,321,0,0
8600000US25849,25849,ZCTA5 25849,284,284,284,284,0,0
8600000US25853,25853,ZCTA5 25853,0,0,0,0,0,-
8600000US25854,25854,ZCTA5 25854,830,830,830,830,0,0
8600000US25855,25855,ZCTA5 25855,169,169,169,169,0,0
8600000US25857,25857,ZCTA5 25857,169,169,169,169,0,0
8600000US25862,25862,ZCTA5 25862,115,115,115,115,0,0
8600000US25864,25864,ZCTA5 25864,307,307,307,307,0,0
8600000US25865,25865,ZCTA5 25865,1506,1506,1506,1506,18,1.2
8600000US25868,25868,ZCTA5 25868,328,328,328,328,0,0
8600000US25870,25870,ZCTA5 25870,49,49,49,49,0,0
8600000US25871,25871,ZCTA5 25871,646,646,646,646,0,0
8600000US25873,25873,ZCTA5 25873,595,595,595,595,0,0
8600000US25875,25875,ZCTA5 25875,616,616,616,616,0,0
8600000US25876,25876,ZCTA5 25876,58,58,58,58,0,0
8600000US25878,25878,ZCTA5 25878,727,727,727,727,0,0
8600000US25879,25879,ZCTA5 25879,597,597,597,597,0,0
8600000US25880,25880,ZCTA5 25880,6408,6408,6408,6408,211,3.3
8600000US25882,25882,ZCTA5 25882,2225,2225,2225,2225,10,0.4
8600000US25901,25901,ZCTA5 25901,11325,11325,11325,11325,123,1.1
8600000US25902,25902,ZCTA5 25902,79,79,79,79,0,0
8600000US25904,25904,ZCTA5 25904,414,414,414,414,0,0
8600000US25906,25906,ZCTA5 25906,383,383,383,383,0,0
8600000US25907,25907,ZCTA5 25907,81,81,81,81,0,0
8600000US25908,25908,ZCTA5 25908,171,171,171,171,0,0
8600000US25911,25911,ZCTA5 25911,56,56,56,56,0,0
8600000US25913,25913,ZCTA5 25913,155,155,155,155,0,0
8600000US25915,25915,ZCTA5 25915,327,327,327,327,0,0
8600000US25916,25916,ZCTA5 25916,230,230,230,230,0,0
8600000US25917,25917,ZCTA5 25917,2264,2264,2264,2264,0,0
8600000US25918,25918,ZCTA5 25918,4576,4576,4576,4576,186,4.1
8600000US25920,25920,ZCTA5 25920,149,149,149,149,0,0
8600000US25921,25921,ZCTA5 25921,1998,1998,1998,1998,0,0
8600000US25922,25922,ZCTA5 25922,262,262,262,262,0,0
8600000US25928,25928,ZCTA5 25928,360,360,360,360,0,0
8600000US25932,25932,ZCTA5 25932,189,189,189,189,0,0
8600000US25936,25936,ZCTA5 25936,45,45,45,45,0,0
8600000US25938,25938,ZCTA5 25938,1328,1328,1328,1328,42,3.2
8600000US25942,25942,ZCTA5 25942,235,235,235,235,0,0
8600000US25951,25951,ZCTA5 25951,5591,5591,5591,5591,0,0
8600000US25958,25958,ZCTA5 25958,840,840,840,840,0,0
8600000US25962,25962,ZCTA5 25962,3427,3427,3427,3427,74,2.2
8600000US25969,25969,ZCTA5 25969,1136,1136,1136,1136,0,0
8600000US25971,25971,ZCTA5 25971,1078,1078,1078,1078,0,0
8600000US25972,25972,ZCTA5 25972,309,309,309,309,0,0
8600000US25976,25976,ZCTA5 25976,2655,2655,2655,2655,0,0
8600000US25977,25977,ZCTA5 25977,241,241,241,241,0,0
8600000US25978,25978,ZCTA5 25978,725,725,725,725,0,0
8600000US25979,25979,ZCTA5 25979,764,764,764,764,44,5.8
8600000US25981,25981,ZCTA5 25981,489,489,489,489,0,0
8600000US25984,25984,ZCTA5 25984,1736,1736,1736,1736,32,1.8
8600000US25985,25985,ZCTA5 25985,269,269,269,269,0,0
8600000US25989,25989,ZCTA5 25989,427,427,427,427,0,0
8600000US26003,26003,ZCTA5 26003,41802,41802,41802,41802,413,1
8600000US26030,26030,ZCTA5 26030,674,674,674,674,0,0
8600000US26031,26031,ZCTA5 26031,1713,1713,1713,1713,20,1.2
8600000US26032,26032,ZCTA5 26032,1063,1063,1063,1063,70,6.6
8600000US26033,26033,ZCTA5 26033,2854,2854,2854,2854,5,0.2
8600000US26034,26034,ZCTA5 26034,4533,4533,4533,4533,0,0
8600000US26035,26035,ZCTA5 26035,2389,2389,2389,2389,27,1.1
8600000US26036,26036,ZCTA5 26036,407,407,407,407,10,2.5
8600000US26037,26037,ZCTA5 26037,6431,6431,6431,6431,30,0.5
8600000US26038,26038,ZCTA5 26038,2884,2884,2884,2884,33,1.1
8600000US26039,26039,ZCTA5 26039,846,846,846,846,26,3.1
8600000US26040,26040,ZCTA5 26040,1846,1846,1846,1846,30,1.6
8600000US26041,26041,ZCTA5 26041,16068,16068,16068,16068,155,1
8600000US26047,26047,ZCTA5 26047,6350,6350,6350,6350,31,0.5
8600000US26050,26050,ZCTA5 26050,1643,1643,1643,1643,107,6.5
8600000US26055,26055,ZCTA5 26055,1462,1462,1462,1462,12,0.8
8600000US26056,26056,ZCTA5 26056,185,185,185,185,0,0
8600000US26059,26059,ZCTA5 26059,2790,2790,2790,2790,40,1.4
8600000US26060,26060,ZCTA5 26060,1867,1867,1867,1867,0,0
8600000US26062,26062,ZCTA5 26062,20899,20899,20899,20899,314,1.5
8600000US26070,26070,ZCTA5 26070,8199,8199,8199,8199,51,0.6
8600000US26074,26074,ZCTA5 26074,1220,1220,1220,1220,32,2.6
8600000US26075,26075,ZCTA5 26075,369,369,369,369,3,0.8
8600000US26101,26101,ZCTA5 26101,30016,30016,30016,30016,338,1.1
8600000US26104,26104,ZCTA5 26104,16570,16570,16570,16570,100,0.6
8600000US26105,26105,ZCTA5 26105,11822,11822,11822,11822,184,1.6
8600000US26133,26133,ZCTA5 26133,1472,1472,1472,1472,35,2.4
8600000US26134,26134,ZCTA5 26134,1110,1110,1110,1110,9,0.8
8600000US26136,26136,ZCTA5 26136,808,808,808,808,0,0
8600000US26137,26137,ZCTA5 26137,622,622,622,622,51,8.2
8600000US26138,26138,ZCTA5 26138,251,251,251,251,0,0
8600000US26141,26141,ZCTA5 26141,322,322,322,322,16,5
8600000US26142,26142,ZCTA5 26142,2355,2355,2355,2355,103,4.4
8600000US26143,26143,ZCTA5 26143,4535,4535,4535,4535,36,0.8
8600000US26146,26146,ZCTA5 26146,1084,1084,1084,1084,0,0
8600000US26147,26147,ZCTA5 26147,1877,1877,1877,1877,43,2.3
8600000US26148,26148,ZCTA5 26148,313,313,313,313,25,8
8600000US26149,26149,ZCTA5 26149,2255,2255,2255,2255,6,0.3
8600000US26150,26150,ZCTA5 26150,6118,6118,6118,6118,92,1.5
8600000US26151,26151,ZCTA5 26151,727,727,727,727,0,0
8600000US26152,26152,ZCTA5 26152,132,132,132,132,0,0
8600000US26155,26155,ZCTA5 26155,8033,8033,8033,8033,58,0.7
8600000US26159,26159,ZCTA5 26159,2999,2999,2999,2999,4,0.1
8600000US26160,26160,ZCTA5 26160,825,825,825,825,0,0
8600000US26161,26161,ZCTA5 26161,385,385,385,385,0,0
8600000US26164,26164,ZCTA5 26164,8213,8213,8213,8213,0,0
8600000US26167,26167,ZCTA5 26167,1164,1164,1164,1164,0,0
8600000US26169,26169,ZCTA5 26169,558,558,558,558,0,0
8600000US26170,26170,ZCTA5 26170,5924,5924,5924,5924,47,0.8
8600000US26175,26175,ZCTA5 26175,3597,3597,3597,3597,13,0.4
8600000US26178,26178,ZCTA5 26178,447,447,447,447,0,0
8600000US26180,26180,ZCTA5 26180,2209,2209,2209,2209,0,0
8600000US26181,26181,ZCTA5 26181,6092,6092,6092,6092,14,0.2
8600000US26184,26184,ZCTA5 26184,2228,2228,2228,2228,13,0.6
8600000US26187,26187,ZCTA5 26187,6605,6605,6605,6605,34,0.5
8600000US26201,26201,ZCTA5 26201,19924,19924,19924,19924,316,1.6
8600000US26202,26202,ZCTA5 26202,626,626,626,626,0,0
8600000US26203,26203,ZCTA5 26203,54,54,54,54,0,0
8600000US26205,26205,ZCTA5 26205,3279,3279,3279,3279,0,0
8600000US26206,26206,ZCTA5 26206,3254,3254,3254,3254,0,0
8600000US26208,26208,ZCTA5 26208,871,871,871,871,0,0
8600000US26209,26209,ZCTA5 26209,177,177,177,177,0,0
8600000US26215,26215,ZCTA5 26215,97,97,97,97,0,0
8600000US26217,26217,ZCTA5 26217,233,233,233,233,0,0
8600000US26218,26218,ZCTA5 26218,3166,3166,3166,3166,11,0.3
8600000US26222,26222,ZCTA5 26222,502,502,502,502,0,0
8600000US26224,26224,ZCTA5 26224,294,294,294,294,0,0
8600000US26228,26228,ZCTA5 26228,15,15,15,15,0,0
8600000US26230,26230,ZCTA5 26230,127,127,127,127,0,0
8600000US26234,26234,ZCTA5 26234,1039,1039,1039,1039,16,1.5
8600000US26236,26236,ZCTA5 26236,132,132,132,132,0,0
8600000US26237,26237,ZCTA5 26237,688,688,688,688,0,0
8600000US26238,26238,ZCTA5 26238,925,925,925,925,0,0
8600000US26241,26241,ZCTA5 26241,14112,14112,14112,14112,199,1.4
8600000US26250,26250,ZCTA5 26250,5285,5285,5285,5285,37,0.7
8600000US26253,26253,ZCTA5 26253,3881,3881,3881,3881,8,0.2
8600000US26254,26254,ZCTA5 26254,269,269,269,269,0,0
8600000US26257,26257,ZCTA5 26257,1096,1096,1096,1096,0,0
8600000US26259,26259,ZCTA5 26259,107,107,107,107,0,0
8600000US26260,26260,ZCTA5 26260,1410,1410,1410,1410,18,1.3
8600000US26261,26261,ZCTA5 26261,2438,2438,2438,2438,33,1.4
8600000US26263,26263,ZCTA5 26263,292,292,292,292,0,0
8600000US26264,26264,ZCTA5 26264,593,593,593,593,9,1.5
8600000US26266,26266,ZCTA5 26266,169,169,169,169,0,0
8600000US26267,26267,ZCTA5 26267,404,404,404,404,0,0
8600000US26268,26268,ZCTA5 26268,41,41,41,41,0,0
8600000US26269,26269,ZCTA5 26269,1084,1084,1084,1084,0,0
8600000US26270,26270,ZCTA5 26270,656,656,656,656,0,0
8600000US26271,26271,ZCTA5 26271,361,361,361,361,13,3.6
8600000US26273,26273,ZCTA5 26273,1810,1810,1810,1810,8,0.4
8600000US26275,26275,ZCTA5 26275,683,683,683,683,0,0
8600000US26276,26276,ZCTA5 26276,249,249,249,249,0,0
8600000US26278,26278,ZCTA5 26278,493,493,493,493,0,0
8600000US26280,26280,ZCTA5 26280,1902,1902,1902,1902,0,0
8600000US26282,26282,ZCTA5 26282,14,14,14,14,0,0
8600000US26283,26283,ZCTA5 26283,1563,1563,1563,1563,0,0
8600000US26285,26285,ZCTA5 26285,389,389,389,389,37,9.5
8600000US26287,26287,ZCTA5 26287,3023,3023,3023,3023,17,0.6
8600000US26288,26288,ZCTA5 26288,3420,3420,3420,3420,0,0
8600000US26291,26291,ZCTA5 26291,147,147,147,147,0,0
8600000US26292,26292,ZCTA5 26292,696,696,696,696,0,0
8600000US26293,26293,ZCTA5 26293,714,714,714,714,0,0
8600000US26294,26294,ZCTA5 26294,982,982,982,982,0,0
8600000US26296,26296,ZCTA5 26296,62,62,62,62,0,0
8600000US26298,26298,ZCTA5 26298,68,68,68,68,0,0
8600000US26301,26301,ZCTA5 26301,29792,29792,29792,29792,511,1.7
8600000US26320,26320,ZCTA5 26320,601,601,601,601,0,0
8600000US26321,26321,ZCTA5 26321,376,376,376,376,0,0
8600000US26323,26323,ZCTA5 26323,442,442,442,442,5,1.1
8600000US26325,26325,ZCTA5 26325,235,235,235,235,0,0
8600000US26327,26327,ZCTA5 26327,76,76,76,76,0,0
8600000US26330,26330,ZCTA5 26330,14815,14815,14815,14815,202,1.4
8600000US26335,26335,ZCTA5 26335,1501,1501,1501,1501,5,0.3
8600000US26337,26337,ZCTA5 26337,1273,1273,1273,1273,0,0
8600000US26338,26338,ZCTA5 26338,760,760,760,760,0,0
8600000US26339,26339,ZCTA5 26339,215,215,215,215,0,0
8600000US26342,26342,ZCTA5 26342,143,143,143,143,0,0
8600000US26343,26343,ZCTA5 26343,127,127,127,127,0,0
8600000US26346,26346,ZCTA5 26346,905,905,905,905,0,0
8600000US26347,26347,ZCTA5 26347,2484,2484,2484,2484,12,0.5
8600000US26348,26348,ZCTA5 26348,60,60,60,60,0,0
8600000US26349,26349,ZCTA5 26349,81,81,81,81,0,0
8600000US26351,26351,ZCTA5 26351,4914,4914,4914,4914,318,6.5
8600000US26354,26354,ZCTA5 26354,10486,10486,10486,10486,13,0.1
8600000US26361,26361,ZCTA5 26361,259,259,259,259,0,0
8600000US26362,26362,ZCTA5 26362,3481,3481,3481,3481,9,0.3
8600000US26366,26366,ZCTA5 26366,0,0,0,0,0,-
8600000US26369,26369,ZCTA5 26369,614,614,614,614,0,0
8600000US26372,26372,ZCTA5 26372,692,692,692,692,0,0
8600000US26374,26374,ZCTA5 26374,1143,1143,1143,1143,0,0
8600000US26376,26376,ZCTA5 26376,552,552,552,552,0,0
8600000US26377,26377,ZCTA5 26377,482,482,482,482,0,0
8600000US26378,26378,ZCTA5 26378,4764,4764,4764,4764,294,6.2
8600000US26384,26384,ZCTA5 26384,823,823,823,823,0,0
8600000US26385,26385,ZCTA5 26385,4104,4104,4104,4104,44,1.1
8600000US26386,26386,ZCTA5 26386,2250,2250,2250,2250,18,0.8
8600000US26404,26404,ZCTA5 26404,619,619,619,619,0,0
8600000US26405,26405,ZCTA5 26405,1102,1102,1102,1102,29,2.6
8600000US26408,26408,ZCTA5 26408,2739,2739,2739,2739,98,3.6
8600000US26410,26410,ZCTA5 26410,1141,1141,1141,1141,0,0
8600000US26411,26411,ZCTA5 26411,881,881,881,881,0,0
8600000US26412,26412,ZCTA5 26412,675,675,675,675,0,0
8600000US26415,26415,ZCTA5 26415,3860,3860,3860,3860,0,0
8600000US26416,26416,ZCTA5 26416,8210,8210,8210,8210,47,0.6
8600000US26419,26419,ZCTA5 26419,1192,1192,1192,1192,0,0
8600000US26421,26421,ZCTA5 26421,112,112,112,112,0,0
8600000US26422,26422,ZCTA5 26422,469,469,469,469,0,0
8600000US26424,26424,ZCTA5 26424,231,231,231,231,0,0
8600000US26425,26425,ZCTA5 26425,1208,1208,1208,1208,0,0
8600000US26426,26426,ZCTA5 26426,7634,7634,7634,7634,41,0.5
8600000US26430,26430,ZCTA5 26430,492,492,492,492,26,5.3
8600000US26431,26431,ZCTA5 26431,5645,5645,5645,5645,63,1.1
8600000US26435,26435,ZCTA5 26435,109,109,109,109,0,0
8600000US26436,26436,ZCTA5 26436,208,208,208,208,0,0
8600000US26437,26437,ZCTA5 26437,501,501,501,501,0,0
8600000US26438,26438,ZCTA5 26438,169,169,169,169,0,0
8600000US26440,26440,ZCTA5 26440,1263,1263,1263,1263,0,0
8600000US26443,26443,ZCTA5 26443,324,324,324,324,0,0
8600000US26444,26444,ZCTA5 26444,3585,3585,3585,3585,0,0
8600000US26447,26447,ZCTA5 26447,1507,1507,1507,1507,2,0.1
8600000US26448,26448,ZCTA5 26448,1412,1412,1412,1412,34,2.4
